source	term_id	term_name	query_size	background_size	term_size_in_background	overlap_size	overlap_genes	p_value	bh_q	query_overlap_ge_2	bh_significant	analysis_label	interpretation	limitation	annotation_release
GO:BP	GO:0009266	response to temperature stimulus	4	15851	106	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009267	cellular response to starvation	4	15851	162	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009268	response to pH	4	15851	35	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009298	GDP-mannose biosynthetic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009299	mRNA transcription	4	15851	47	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009301	snRNA transcription	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009303	rRNA transcription	4	15851	30	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009304	tRNA transcription	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009306	protein secretion	4	15851	78	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009308	amine metabolic process	4	15851	57	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009309	amine biosynthetic process	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009310	amine catabolic process	4	15851	17	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009311	oligosaccharide metabolic process	4	15851	45	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009312	oligosaccharide biosynthetic process	4	15851	22	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009313	oligosaccharide catabolic process	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009314	response to radiation	4	15851	303	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009386	translational attenuation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009394	2'-deoxyribonucleotide metabolic process	4	15851	45	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009395	phospholipid catabolic process	4	15851	44	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009396	folic acid-containing compound biosynthetic process	4	15851	17	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009397	folic acid-containing compound catabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009404	toxin metabolic process	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009407	toxin catabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009408	response to heat	4	15851	71	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009409	response to cold	4	15851	26	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009410	response to xenobiotic stimulus	4	15851	278	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009411	response to UV	4	15851	123	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009414	response to water deprivation	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009415	response to water	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009416	response to light stimulus	4	15851	206	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009435	NAD+ biosynthetic process	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009437	carnitine metabolic process	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009438	methylglyoxal metabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009440	cyanate catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009441	glycolate metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009445	putrescine metabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009446	putrescine biosynthetic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009447	putrescine catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009450	GABA catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009451	RNA modification	4	15851	168	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009452	7-methylguanosine RNA capping	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009566	fertilization	4	15851	54	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009581	detection of external stimulus	4	15851	61	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009582	detection of abiotic stimulus	4	15851	62	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009583	detection of light stimulus	4	15851	25	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009584	detection of visible light	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009593	detection of chemical stimulus	4	15851	47	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009595	detection of biotic stimulus	4	15851	30	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009597	detection of virus	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009608	response to symbiont	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009609	response to symbiotic bacterium	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009611	response to wounding	4	15851	292	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009612	response to mechanical stimulus	4	15851	161	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009615	response to virus	4	15851	290	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009617	response to bacterium	4	15851	395	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009620	response to fungus	4	15851	37	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009629	response to gravity	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009631	cold acclimation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009635	response to herbicide	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009636	response to toxic substance	4	15851	201	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009637	response to blue light	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009642	response to light intensity	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009648	photoperiodism	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009649	entrainment of circadian clock	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009650	UV protection	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009651	response to salt stress	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009698	phenylpropanoid metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009712	catechol-containing compound metabolic process	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009713	catechol-containing compound biosynthetic process	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009719	response to endogenous stimulus	4	15851	921	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009725	response to hormone	4	15851	616	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009743	response to carbohydrate	4	15851	121	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009744	response to sucrose	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009746	response to hexose	4	15851	97	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009749	response to glucose	4	15851	90	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009750	response to fructose	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009753	response to jasmonic acid	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009755	hormone-mediated signaling pathway	4	15851	103	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009756	carbohydrate mediated signaling	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009757	hexose mediated signaling	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009785	blue light signaling pathway	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009786	regulation of asymmetric cell division	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009790	embryo development	4	15851	449	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009791	post-embryonic development	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009792	embryo development ending in birth or egg hatching	4	15851	205	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009794	regulation of mitotic cell cycle, embryonic	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009798	axis specification	4	15851	51	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009799	specification of symmetry	4	15851	67	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009804	coumarin metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009812	flavonoid metabolic process	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009820	alkaloid metabolic process	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009822	alkaloid catabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
